G10	G1	-
G2	G1	-
G3	G1	+
G24	G1	+
G1	G2	-
G80	G3	-
G10	G3	-
G59	G3	+
G129	G3	+
G1	G3	+
G67	G3	+
G2	G3	+
G1	G4	-
G24	G5	-
G1	G5	+
G3	G6	+
G10	G7	-
G1	G7	+
G1	G8	-
G110	G8	-
G2	G8	-
G27	G8	-
G49	G9	-
G1	G9	-
G1	G10	-
G1	G11	+
G1	G12	-
G2	G12	+
G10	G12	+
G10	G13	-
G2	G14	-
G1	G15	-
G27	G15	-
G10	G15	+
G24	G16	-
G10	G16	-
G10	G17	+
G1	G17	+
G1	G18	-
G1	G19	-
G10	G20	-
G1	G20	+
G24	G20	+
G10	G21	-
G1	G21	+
G2	G22	+
G1	G23	-
G2	G25	-
G1	G26	+
G1	G28	-
G24	G28	-
G10	G28	+
G10	G29	-
G1	G29	+
G2	G29	+
G2	G30	+
G10	G30	+
G27	G30	+
G3	G31	+
G1	G32	+
G3	G32	+
G173	G32	+
G1	G33	-
G2	G34	-
G1	G35	+
G1	G36	+
G1	G37	-
G10	G38	-
G1	G38	-
G3	G38	-
G1	G39	-
G10	G40	-
G1	G40	+
G2	G41	-
G1	G41	-
G1	G42	+
G2	G43	-
G1	G43	-
G10	G43	+
G50	G43	+
G1	G44	-
G179	G44	-
G189	G44	-
G113	G44	+
G10	G45	+
G1	G45	+
G10	G46	-
G1	G46	+
G2	G47	-
G1	G48	-
G24	G51	+
G80	G52	-
G1	G52	+
G2	G52	+
G27	G53	-
G10	G54	-
G2	G54	-
G10	G55	+
G1	G56	-
G1	G57	-
G1	G58	-
G10	G58	+
G1	G60	-
G10	G60	-
G2	G61	-
G10	G62	-
G1	G63	+
G2	G63	+
G1	G64	-
G96	G65	-
G10	G65	+
G24	G66	+
G1	G68	+
G10	G69	-
G2	G70	+
G3	G71	-
G1	G72	+
G1	G73	+
G1	G74	-
G24	G75	-
G96	G76	-
G27	G76	-
G109	G76	+
G1	G77	+
G1	G78	-
G1	G79	+
G10	G81	-
G1	G82	-
G2	G82	+
G2	G83	+
G1	G83	+
G1	G84	-
G1	G85	+
G2	G86	-
G1	G87	+
G27	G88	+
G2	G89	+
G1	G90	-
G2	G91	+
G10	G92	-
G1	G93	+
G10	G94	+
G1	G95	-
G10	G97	-
G10	G98	-
G10	G99	-
G96	G99	-
G1	G100	+
G10	G101	-
G50	G102	+
G1	G103	-
G10	G103	+
G1	G104	-
G10	G105	+
G1	G106	-
G1	G107	-
G2	G108	-
G1	G111	-
G10	G112	+
G1	G114	-
G1	G115	-
G1	G116	+
G2	G117	+
G1	G118	-
G2	G119	-
G1	G119	-
G10	G120	-
G2	G121	-
G2	G122	-
G1	G123	-
G1	G124	-
G10	G125	-
G49	G126	-
G1	G127	-
G1	G128	+
G10	G128	+
G1	G130	+
G1	G131	-
G1	G132	-
G1	G133	-
G49	G134	+
G1	G135	+
G3	G136	+
G10	G136	+
G1	G137	+
G1	G138	+
G1	G139	+
G2	G140	-
G1	G141	+
G1	G142	+
G3	G143	+
G1	G144	-
G1	G145	-
G10	G146	+
G1	G147	-
G2	G148	+
G1	G149	+
G1	G150	+
G2	G151	+
G10	G152	+
G1	G153	-
G1	G154	+
G1	G155	-
G10	G156	-
G49	G157	+
G1	G158	-
G3	G159	-
G2	G160	+
G10	G161	+
G1	G162	-
G10	G163	-
G1	G164	-
G1	G165	+
G1	G166	-
G2	G166	-
G1	G167	+
G2	G168	+
G1	G169	+
G10	G170	-
G1	G171	-
G1	G172	-
G2	G174	+
G1	G175	+
G49	G176	-
G2	G177	-
G1	G178	+
G67	G180	+
G1	G181	-
G2	G182	+
G10	G183	+
G1	G184	+
G10	G185	-
G2	G186	+
G1	G187	-
G1	G188	+
G10	G190	-
G10	G191	+
G10	G192	-
G10	G193	-
G10	G194	+
G1	G195	+
G2	G196	-
G1	G197	+
G1	G198	-
G59	G199	-
G1	G200	-
