G3	G1	-
G1	G2	-
G43	G2	-
G3	G2	+
G2	G3	-
G1	G3	-
G73	G3	-
G3	G4	+
G1	G5	-
G1	G6	-
G3	G6	-
G3	G7	-
G1	G7	+
G3	G8	-
G39	G8	-
G1	G8	+
G43	G9	-
G1	G9	+
G3	G10	+
G3	G11	-
G1	G11	+
G1	G12	-
G3	G13	+
G3	G14	-
G1	G14	+
G1	G15	-
G3	G15	-
G123	G15	-
G1	G16	-
G2	G16	-
G3	G17	-
G100	G17	-
G1	G17	+
G1	G18	-
G2	G18	+
G3	G18	+
G1	G19	-
G3	G19	-
G39	G19	+
G1	G20	-
G3	G21	-
G1	G21	-
G3	G22	-
G3	G23	-
G3	G24	+
G3	G25	+
G92	G26	+
G3	G26	+
G1	G27	+
G1	G28	-
G3	G29	+
G3	G30	-
G3	G31	-
G3	G32	-
G1	G33	+
G3	G33	+
G1	G34	-
G39	G35	-
G1	G35	+
G3	G36	-
G1	G37	-
G3	G37	-
G3	G38	-
G63	G38	+
G1	G38	+
G1	G39	+
G1	G40	-
G128	G40	+
G3	G40	+
G1	G41	-
G1	G42	-
G3	G44	+
G3	G45	+
G1	G46	+
G1	G47	-
G3	G47	-
G3	G48	-
G3	G49	-
G1	G49	+
G3	G50	-
G43	G51	-
G1	G51	+
G3	G52	+
G2	G53	-
G3	G54	-
G3	G55	-
G3	G56	-
G1	G56	+
G3	G57	+
G3	G58	+
G3	G59	+
G1	G60	+
G43	G61	-
G1	G62	+
G1	G64	-
G1	G65	+
G126	G66	-
G2	G66	+
G106	G67	-
G1	G67	+
G39	G68	+
G3	G69	+
G73	G70	+
G3	G70	+
G1	G71	+
G1	G72	-
G3	G74	+
G2	G75	+
G2	G76	+
G1	G77	+
G1	G78	-
G3	G79	+
G1	G80	-
G1	G81	-
G1	G82	+
G92	G82	+
G1	G83	-
G2	G84	+
G1	G84	+
G3	G84	+
G3	G85	-
G100	G86	-
G1	G86	+
G3	G87	-
G3	G88	-
G1	G88	+
G3	G89	-
G1	G90	+
G1	G91	-
G1	G93	-
G92	G93	+
G3	G93	+
G1	G94	-
G1	G95	-
G1	G96	+
G3	G97	-
G1	G98	-
G3	G99	+
G1	G101	-
G3	G102	-
G3	G103	-
G92	G104	-
G100	G105	-
G1	G107	-
G3	G107	+
G43	G107	+
G3	G108	-
G3	G109	-
G3	G110	+
G3	G111	-
G125	G111	-
G1	G112	-
G3	G113	+
G3	G114	-
G3	G115	+
G3	G116	-
G1	G117	+
G1	G118	-
G3	G119	-
G3	G120	-
G1	G121	+
G3	G122	+
G1	G124	+
G3	G127	-
G1	G129	+
G1	G130	-
G63	G130	-
G2	G131	-
G3	G132	+
G3	G133	-
G3	G134	-
G1	G135	+
G3	G136	+
G2	G137	-
G2	G138	-
G1	G139	-
G1	G140	+
G2	G141	-
G1	G142	-
G3	G143	-
G3	G144	+
G3	G145	-
G1	G146	+
G3	G147	+
G3	G148	+
G3	G149	+
G1	G150	-
G3	G151	-
G2	G152	+
G3	G153	-
G3	G154	+
G3	G155	-
G1	G156	-
G3	G157	+
G3	G158	-
G1	G159	+
G1	G160	-
G1	G161	+
G1	G162	-
G3	G163	+
G3	G164	+
G1	G165	+
G43	G166	+
G3	G167	+
G1	G168	-
G1	G169	-
G1	G170	-
G1	G171	-
G3	G172	+
G3	G173	-
G3	G174	+
G3	G175	-
G1	G176	+
G3	G177	-
G3	G178	+
G1	G179	+
G125	G179	+
G3	G180	+
G39	G181	+
G3	G182	-
G3	G183	+
G3	G184	-
G3	G185	+
G3	G186	+
G3	G187	+
G3	G188	-
G1	G189	-
G1	G190	-
G3	G191	-
G1	G192	+
G3	G193	-
G3	G194	-
G1	G195	-
G1	G196	+
G1	G197	+
G3	G198	-
G3	G199	-
G3	G200	+
