G29	G1	-
G2	G1	-
G3	G1	-
G1	G2	+
G2	G3	-
G93	G3	+
G3	G4	+
G2	G5	-
G29	G5	-
G174	G5	+
G3	G5	+
G2	G6	-
G2	G7	-
G3	G7	+
G2	G8	-
G3	G8	+
G3	G9	-
G2	G9	-
G32	G9	-
G23	G9	+
G3	G10	-
G1	G10	+
G29	G11	-
G2	G11	+
G126	G11	+
G2	G12	+
G3	G12	+
G1	G13	-
G3	G13	+
G3	G14	-
G2	G15	-
G2	G16	-
G2	G17	-
G2	G18	+
G3	G19	-
G3	G20	+
G3	G21	+
G3	G22	+
G2	G24	-
G3	G24	-
G2	G25	+
G2	G26	+
G3	G27	-
G2	G27	+
G2	G28	+
G2	G30	-
G3	G30	+
G3	G31	-
G3	G33	-
G115	G33	-
G3	G34	-
G3	G35	-
G3	G36	-
G3	G37	-
G2	G37	+
G2	G38	+
G23	G38	+
G2	G39	-
G2	G40	-
G2	G41	-
G2	G42	-
G32	G43	+
G2	G44	+
G2	G45	-
G2	G46	-
G23	G46	+
G2	G47	+
G29	G48	-
G2	G49	-
G2	G50	-
G3	G51	-
G2	G51	+
G1	G52	-
G2	G53	+
G2	G54	+
G1	G55	-
G3	G55	+
G2	G56	-
G3	G57	-
G3	G58	+
G2	G59	-
G3	G60	-
G2	G61	-
G3	G61	-
G1	G61	+
G2	G62	-
G3	G62	+
G29	G63	+
G2	G63	+
G150	G64	-
G3	G64	+
G150	G65	-
G3	G65	-
G114	G65	+
G3	G66	-
G3	G67	+
G3	G68	+
G2	G69	+
G2	G70	-
G3	G70	-
G2	G71	-
G3	G72	-
G2	G72	+
G2	G73	+
G3	G74	-
G3	G75	+
G1	G76	+
G3	G77	-
G3	G78	+
G2	G79	-
G29	G80	-
G3	G81	-
G3	G82	+
G3	G83	-
G2	G84	-
G2	G85	-
G3	G86	-
G3	G87	+
G2	G87	+
G2	G88	-
G29	G88	+
G3	G89	-
G29	G90	+
G2	G90	+
G3	G91	+
G1	G92	+
G3	G94	-
G3	G95	-
G3	G96	-
G32	G96	+
G2	G97	+
G3	G98	-
G2	G99	+
G2	G100	+
G29	G101	+
G2	G102	+
G2	G103	+
G3	G103	+
G3	G104	+
G3	G105	+
G3	G106	+
G3	G107	-
G2	G108	+
G29	G109	+
G3	G110	-
G2	G111	+
G3	G111	+
G3	G112	-
G2	G113	+
G2	G116	-
G3	G116	+
G3	G117	+
G126	G117	+
G2	G118	+
G2	G119	-
G3	G120	-
G2	G121	-
G2	G122	-
G3	G123	+
G175	G124	-
G3	G124	-
G3	G125	+
G2	G127	-
G3	G128	+
G2	G129	+
G2	G130	-
G3	G131	-
G3	G132	+
G3	G133	-
G2	G134	-
G2	G135	-
G2	G136	-
G2	G137	-
G3	G138	+
G2	G139	-
G3	G140	+
G3	G141	-
G3	G142	+
G2	G143	-
G2	G144	+
G2	G145	+
G2	G146	-
G3	G147	-
G2	G148	-
G2	G149	-
G3	G149	+
G29	G151	+
G3	G152	-
G2	G153	+
G3	G154	+
G3	G155	+
G1	G156	+
G2	G156	+
G3	G157	+
G3	G158	-
G3	G159	+
G2	G160	-
G2	G161	+
G2	G162	+
G3	G163	+
G3	G164	-
G2	G165	+
G2	G166	-
G2	G167	+
G2	G168	+
G2	G169	+
G3	G170	+
G2	G171	-
G3	G172	+
G2	G173	+
G3	G176	-
G32	G177	-
G29	G178	+
G3	G179	+
G3	G180	+
G2	G181	-
G29	G182	-
G2	G183	+
G3	G184	-
G2	G185	-
G2	G186	-
G2	G187	-
G3	G188	-
G1	G189	+
G2	G190	+
G3	G191	-
G2	G192	+
G3	G193	-
G3	G194	+
G2	G195	-
G2	G196	-
G3	G197	-
G3	G198	+
G3	G199	-
G2	G200	-
