G2	G1	-
G3	G1	+
G1	G2	-
G3	G2	-
G2	G3	+
G53	G3	+
G2	G4	-
G1	G5	-
G3	G5	-
G2	G5	-
G47	G5	+
G2	G6	-
G3	G6	+
G3	G7	-
G2	G7	-
G1	G7	+
G2	G8	-
G45	G8	+
G3	G8	+
G3	G9	+
G2	G9	+
G3	G10	-
G2	G10	+
G140	G10	+
G3	G11	-
G1	G12	-
G2	G12	-
G3	G12	+
G3	G13	-
G47	G14	-
G3	G14	-
G29	G14	+
G2	G14	+
G1	G14	+
G2	G15	+
G2	G16	-
G1	G16	-
G3	G17	-
G2	G17	-
G1	G17	-
G63	G18	-
G53	G18	-
G47	G18	-
G2	G18	-
G3	G18	+
G3	G19	+
G1	G20	-
G69	G20	+
G53	G20	+
G3	G21	-
G2	G22	+
G3	G23	-
G3	G24	+
G1	G25	+
G3	G25	+
G2	G26	-
G29	G26	+
G3	G27	-
G110	G27	-
G131	G27	+
G3	G28	-
G53	G30	-
G2	G30	-
G3	G30	+
G3	G31	+
G3	G32	-
G3	G33	+
G2	G34	-
G1	G34	-
G3	G35	-
G158	G35	+
G1	G36	-
G2	G37	-
G124	G37	+
G1	G38	-
G2	G39	-
G112	G39	-
G3	G39	+
G3	G40	-
G2	G41	-
G3	G42	+
G2	G43	-
G2	G44	-
G3	G44	+
G3	G46	-
G2	G46	-
G3	G48	+
G3	G49	-
G3	G50	-
G2	G51	+
G1	G52	+
G3	G54	+
G3	G55	-
G3	G56	+
G2	G57	-
G2	G58	-
G1	G59	-
G3	G60	-
G2	G60	-
G114	G60	+
G47	G61	-
G1	G62	+
G2	G64	-
G2	G65	+
G3	G66	+
G3	G67	+
G2	G68	-
G3	G70	-
G3	G71	-
G159	G71	-
G2	G71	-
G3	G72	+
G3	G73	-
G1	G73	+
G74	G73	+
G1	G75	-
G3	G75	-
G53	G76	+
G1	G77	-
G2	G77	+
G3	G78	-
G2	G78	-
G2	G79	-
G3	G80	-
G139	G80	+
G2	G81	+
G3	G82	-
G3	G83	+
G3	G84	+
G2	G85	+
G2	G86	+
G123	G86	+
G3	G87	+
G3	G88	-
G2	G89	-
G167	G90	-
G2	G90	-
G129	G90	+
G2	G91	-
G3	G91	-
G123	G92	-
G2	G92	+
G3	G93	+
G2	G94	-
G1	G94	+
G2	G95	-
G3	G96	-
G3	G97	-
G1	G98	+
G2	G99	+
G3	G99	+
G2	G100	-
G3	G101	-
G2	G102	+
G2	G103	-
G2	G104	-
G3	G105	-
G1	G106	-
G2	G107	-
G1	G108	-
G186	G108	-
G3	G109	-
G3	G111	-
G140	G113	-
G2	G113	+
G3	G113	+
G3	G115	-
G47	G116	-
G3	G117	-
G2	G118	-
G3	G119	-
G1	G120	-
G2	G121	-
G3	G122	+
G3	G125	-
G3	G126	-
G3	G127	+
G3	G128	+
G3	G130	-
G53	G132	-
G2	G132	+
G3	G133	+
G2	G134	-
G2	G135	+
G3	G136	-
G2	G137	-
G3	G138	-
G3	G141	-
G3	G142	+
G3	G143	+
G2	G144	+
G3	G145	-
G53	G146	+
G3	G147	+
G3	G148	-
G2	G148	+
G1	G149	-
G2	G150	-
G53	G151	+
G2	G152	-
G114	G153	-
G2	G154	+
G2	G155	+
G3	G156	+
G2	G157	+
G29	G160	+
G1	G161	-
G1	G162	+
G2	G163	+
G139	G164	-
G1	G165	+
G3	G166	+
G3	G168	-
G3	G169	+
G2	G170	+
G3	G171	-
G3	G172	-
G140	G173	-
G2	G173	+
G3	G173	+
G1	G174	+
G2	G175	-
G140	G176	-
G1	G177	+
G1	G178	-
G2	G179	+
G3	G180	+
G1	G181	-
G1	G182	+
G3	G183	+
G2	G184	-
G2	G185	-
G2	G187	+
G2	G188	-
G1	G189	-
G2	G190	-
G3	G191	-
G3	G192	-
G2	G193	-
G2	G194	-
G123	G194	-
G1	G195	-
G3	G196	+
G2	G197	+
G112	G198	+
G2	G199	-
G3	G200	-
