G47	G1	-
G9	G1	-
G3	G1	-
G157	G1	+
G1	G2	-
G47	G2	-
G2	G3	-
G1	G3	-
G1	G4	-
G9	G5	-
G3	G5	-
G2	G5	+
G2	G6	-
G1	G7	-
G87	G7	+
G47	G8	-
G1	G8	-
G1	G10	-
G3	G11	-
G1	G12	+
G48	G13	-
G9	G13	+
G1	G13	+
G135	G13	+
G3	G13	+
G1	G14	+
G2	G15	-
G1	G15	-
G47	G15	+
G3	G15	+
G132	G16	+
G3	G16	+
G1	G16	+
G3	G17	-
G48	G17	+
G1	G17	+
G2	G18	+
G2	G19	-
G1	G19	-
G3	G19	+
G34	G20	+
G3	G20	+
G94	G21	-
G3	G21	-
G9	G21	-
G47	G21	+
G151	G22	-
G88	G22	-
G3	G22	-
G47	G22	-
G2	G22	+
G9	G23	-
G3	G24	-
G2	G24	-
G1	G24	+
G2	G25	+
G3	G26	+
G3	G27	+
G1	G28	+
G3	G29	-
G1	G30	-
G3	G31	+
G3	G32	-
G1	G32	+
G3	G33	+
G1	G35	+
G9	G36	-
G9	G37	-
G3	G37	-
G1	G38	+
G3	G39	+
G48	G39	+
G3	G40	+
G9	G41	-
G3	G41	+
G9	G42	-
G34	G42	+
G1	G43	+
G139	G44	-
G9	G44	-
G3	G44	-
G3	G45	-
G2	G46	+
G48	G49	-
G9	G49	+
G3	G50	-
G2	G51	-
G1	G52	-
G2	G52	-
G83	G52	-
G61	G52	+
G1	G53	-
G3	G53	-
G1	G54	-
G1	G55	-
G3	G56	+
G1	G57	-
G9	G58	+
G1	G58	+
G2	G59	-
G1	G59	-
G48	G60	-
G3	G62	+
G1	G63	+
G3	G64	-
G2	G64	-
G3	G65	-
G2	G65	-
G3	G66	-
G3	G67	+
G3	G68	+
G1	G69	-
G3	G69	-
G2	G70	-
G3	G70	+
G9	G71	-
G9	G72	+
G2	G73	+
G9	G74	-
G2	G75	+
G48	G76	-
G3	G77	-
G9	G78	-
G3	G79	+
G3	G80	-
G1	G81	-
G3	G81	-
G3	G82	+
G48	G84	+
G3	G85	+
G3	G86	-
G9	G86	-
G3	G89	+
G3	G90	+
G3	G91	-
G9	G91	+
G3	G92	+
G3	G93	-
G3	G95	-
G3	G96	-
G2	G96	-
G3	G97	+
G3	G98	-
G3	G99	-
G2	G100	-
G1	G100	+
G9	G101	-
G48	G101	+
G3	G101	+
G48	G102	-
G1	G103	+
G3	G104	+
G2	G104	+
G9	G105	+
G3	G106	-
G3	G107	-
G9	G108	-
G2	G109	+
G163	G109	+
G47	G110	+
G1	G111	+
G3	G112	+
G48	G113	-
G2	G114	+
G48	G115	+
G3	G116	+
G48	G117	-
G3	G118	-
G9	G119	-
G3	G120	+
G47	G121	-
G9	G121	+
G1	G122	+
G47	G123	+
G3	G124	-
G161	G124	-
G9	G125	+
G3	G126	-
G1	G126	+
G1	G127	+
G47	G128	+
G3	G129	+
G3	G130	-
G9	G131	-
G1	G131	+
G47	G131	+
G145	G133	-
G151	G133	-
G3	G133	+
G1	G134	-
G9	G136	+
G83	G137	-
G3	G138	-
G3	G140	-
G9	G140	+
G3	G141	+
G47	G142	-
G3	G143	+
G1	G144	-
G3	G146	+
G48	G147	-
G1	G148	-
G173	G149	+
G9	G149	+
G9	G150	+
G3	G152	+
G83	G153	-
G3	G154	-
G3	G155	-
G48	G156	+
G1	G158	-
G3	G159	-
G9	G160	-
G3	G162	-
G3	G164	-
G1	G165	+
G1	G166	+
G47	G167	-
G163	G168	-
G9	G169	-
G48	G170	+
G2	G171	+
G1	G172	+
G3	G172	+
G3	G174	+
G3	G175	-
G3	G176	+
G1	G177	-
G1	G178	+
G3	G179	-
G3	G180	+
G2	G181	+
G3	G182	-
G34	G183	-
G1	G184	-
G3	G185	+
G9	G186	+
G48	G186	+
G157	G187	-
G3	G188	+
G1	G189	+
G2	G190	-
G3	G191	+
G3	G192	+
G9	G193	-
G48	G194	+
G1	G195	+
G48	G196	+
G3	G197	+
G3	G198	-
G3	G199	+
G3	G200	+
