G3	G1	-
G2	G1	-
G65	G1	+
G138	G2	-
G1	G2	-
G47	G3	-
G2	G3	-
G58	G4	-
G3	G4	-
G3	G5	-
G3	G6	-
G1	G6	+
G2	G7	+
G1	G8	+
G3	G9	+
G1	G10	+
G1	G11	-
G3	G12	-
G2	G12	+
G3	G13	+
G3	G14	-
G1	G14	-
G3	G15	-
G1	G16	+
G3	G16	+
G1	G17	-
G3	G18	+
G1	G19	-
G3	G20	-
G1	G20	+
G31	G20	+
G1	G21	-
G3	G22	+
G1	G22	+
G3	G23	+
G2	G24	+
G3	G25	-
G141	G25	+
G2	G25	+
G1	G25	+
G1	G26	+
G3	G26	+
G3	G27	-
G3	G28	+
G1	G29	-
G3	G30	+
G1	G32	-
G3	G33	-
G58	G33	+
G1	G34	-
G2	G35	+
G3	G35	+
G1	G36	+
G3	G37	-
G1	G37	-
G3	G38	+
G1	G39	-
G1	G40	-
G3	G40	-
G1	G41	-
G3	G41	+
G136	G41	+
G1	G42	+
G1	G43	+
G3	G44	-
G58	G44	-
G3	G45	-
G100	G45	+
G1	G45	+
G2	G46	-
G65	G46	+
G3	G46	+
G3	G48	-
G3	G49	-
G1	G50	-
G3	G50	+
G79	G51	-
G1	G51	+
G2	G52	-
G1	G53	-
G3	G54	+
G3	G55	-
G1	G55	-
G3	G56	+
G3	G57	+
G3	G59	+
G137	G59	+
G2	G59	+
G1	G60	+
G3	G61	+
G1	G62	-
G1	G63	+
G2	G64	-
G3	G66	-
G3	G67	+
G58	G68	-
G1	G69	-
G2	G70	-
G47	G71	-
G3	G71	-
G3	G72	+
G2	G73	-
G3	G74	+
G1	G75	-
G3	G75	+
G3	G76	+
G1	G77	-
G1	G78	-
G1	G80	+
G130	G80	+
G3	G81	-
G3	G82	-
G1	G83	-
G1	G84	+
G3	G85	+
G3	G86	+
G3	G87	+
G3	G88	+
G2	G89	+
G1	G90	+
G3	G91	+
G3	G92	+
G47	G93	-
G2	G94	-
G1	G95	+
G134	G95	+
G3	G96	+
G3	G97	+
G3	G98	+
G3	G99	+
G1	G101	+
G3	G102	-
G3	G103	-
G3	G104	+
G2	G105	+
G1	G106	+
G2	G107	+
G3	G108	+
G3	G109	-
G1	G110	+
G1	G111	-
G1	G112	+
G3	G113	-
G3	G114	-
G3	G115	+
G1	G116	+
G3	G117	-
G3	G118	-
G3	G119	-
G58	G120	+
G3	G121	+
G3	G122	+
G2	G123	-
G1	G123	+
G3	G124	+
G65	G125	-
G3	G126	-
G3	G127	+
G1	G128	+
G1	G129	+
G1	G131	-
G58	G132	+
G3	G133	-
G3	G135	+
G138	G139	+
G1	G140	-
G2	G142	+
G1	G143	+
G1	G144	+
G3	G145	-
G3	G146	+
G1	G147	-
G134	G148	+
G3	G149	+
G3	G150	+
