G2	G1	-
G3	G1	-
G1	G2	-
G3	G2	+
G11	G3	+
G2	G3	+
G3	G4	+
G3	G5	+
G3	G6	+
G2	G7	-
G3	G7	-
G138	G7	+
G2	G8	-
G3	G8	+
G11	G9	-
G3	G9	+
G3	G10	+
G3	G12	+
G2	G13	-
G113	G13	+
G3	G13	+
G3	G14	+
G2	G15	+
G3	G16	+
G3	G17	+
G11	G18	-
G113	G18	+
G3	G19	-
G3	G20	-
G3	G21	-
G3	G22	-
G2	G22	+
G2	G23	+
G3	G23	+
G3	G24	-
G2	G25	+
G3	G26	+
G2	G27	-
G11	G27	+
G3	G27	+
G3	G28	+
G11	G28	+
G2	G29	-
G11	G30	-
G3	G30	+
G3	G31	+
G37	G31	+
G2	G32	+
G2	G33	-
G3	G33	-
G3	G34	+
G2	G35	-
G3	G35	-
G11	G35	+
G3	G36	-
G2	G38	-
G3	G38	+
G3	G39	-
G3	G40	-
G3	G41	+
G3	G42	-
G2	G43	-
G11	G44	+
G3	G45	+
G3	G46	-
G11	G46	+
G3	G47	-
G3	G48	+
G3	G49	-
G3	G50	+
G2	G51	+
G3	G52	-
G2	G53	-
G3	G53	+
G3	G54	-
G3	G55	+
G3	G56	-
G135	G56	+
G11	G57	-
G3	G57	+
G3	G58	+
G2	G59	-
G37	G60	-
G105	G60	-
G3	G61	+
G3	G62	-
G3	G63	+
G3	G64	+
G11	G65	-
G3	G66	+
G3	G67	+
G2	G68	-
G3	G69	-
G3	G70	-
G85	G70	-
G3	G71	-
G3	G72	-
G2	G73	-
G3	G74	-
G11	G75	-
G2	G75	-
G2	G76	-
G98	G77	-
G11	G77	+
G3	G78	-
G3	G79	-
G3	G80	+
G2	G81	-
G3	G82	+
G2	G83	-
G3	G84	-
G2	G86	-
G2	G87	-
G1	G88	-
G2	G89	+
G2	G90	+
G3	G91	+
G2	G92	+
G2	G93	+
G2	G94	-
G3	G95	+
G3	G96	+
G2	G97	-
G2	G99	-
G3	G100	+
G3	G101	-
G2	G102	+
G3	G103	-
G2	G104	+
G3	G106	+
G3	G107	-
G2	G108	-
G2	G109	+
G3	G110	-
G141	G110	+
G2	G111	+
G3	G112	-
G11	G114	+
G2	G115	-
G2	G116	+
G2	G117	+
G3	G118	+
G3	G119	+
G3	G120	+
G3	G121	+
G2	G122	+
G11	G123	+
G3	G124	+
G3	G125	-
G3	G126	+
G3	G127	-
G3	G128	-
G2	G129	-
G3	G130	+
G2	G131	-
G2	G132	+
G3	G132	+
G2	G133	-
G3	G133	+
G3	G134	-
G2	G136	+
G3	G137	+
G3	G139	+
G3	G140	-
G3	G142	+
G2	G143	+
G11	G144	-
G11	G145	+
G3	G146	+
G3	G147	-
G3	G148	+
G3	G149	-
G2	G150	-
