G3	G1	-
G2	G1	+
G1	G2	-
G10	G2	+
G3	G2	+
G2	G3	+
G3	G4	-
G3	G5	-
G2	G5	-
G3	G6	-
G2	G6	-
G83	G6	-
G71	G6	+
G10	G6	+
G15	G6	+
G1	G6	+
G2	G7	-
G1	G7	+
G18	G7	+
G2	G8	-
G1	G8	-
G15	G8	+
G3	G8	+
G106	G9	-
G1	G9	-
G3	G10	-
G2	G10	-
G1	G10	+
G3	G11	-
G2	G11	+
G2	G12	-
G3	G13	-
G1	G13	+
G3	G14	+
G2	G15	-
G3	G15	+
G1	G16	-
G2	G16	-
G46	G16	-
G3	G16	-
G3	G17	+
G2	G17	+
G2	G19	+
G1	G20	+
G3	G21	+
G3	G22	-
G3	G23	+
G3	G24	-
G106	G24	+
G34	G24	+
G3	G25	-
G2	G26	-
G3	G27	-
G2	G27	+
G3	G28	+
G1	G29	-
G2	G29	+
G2	G30	+
G3	G30	+
G2	G31	-
G3	G31	-
G2	G32	-
G1	G33	+
G3	G35	-
G2	G36	+
G1	G37	+
G3	G38	-
G147	G38	+
G1	G39	-
G1	G40	-
G2	G40	+
G3	G41	-
G80	G42	-
G114	G42	+
G2	G42	+
G1	G43	-
G1	G44	-
G46	G45	-
G1	G45	-
G2	G45	+
G1	G47	-
G3	G47	-
G1	G48	-
G10	G49	-
G3	G50	+
G2	G51	+
G2	G52	-
G1	G52	-
G1	G53	-
G2	G54	-
G1	G54	-
G3	G54	+
G2	G55	-
G1	G56	-
G3	G56	-
G2	G56	+
G1	G57	-
G3	G57	+
G1	G58	-
G61	G58	+
G1	G59	+
G3	G60	-
G2	G62	+
G1	G63	-
G2	G63	-
G2	G64	-
G1	G64	+
G3	G65	+
G1	G66	-
G2	G67	-
G10	G68	+
G3	G69	-
G1	G70	-
G15	G72	+
G1	G73	+
G3	G74	+
G1	G75	-
G3	G76	-
G3	G77	+
G1	G78	-
G3	G79	+
G2	G79	+
G1	G79	+
G3	G81	+
G1	G82	+
G2	G84	+
G93	G84	+
G1	G85	-
G3	G86	+
G3	G87	+
G2	G88	-
G61	G89	-
G143	G90	-
G1	G90	+
G1	G91	-
G2	G92	+
G3	G94	+
G1	G95	+
G10	G96	+
G3	G97	-
G3	G98	-
G2	G99	+
G2	G100	-
G2	G101	+
G2	G102	-
G2	G103	-
G10	G103	-
G3	G104	-
G1	G105	-
G2	G105	-
G3	G107	+
G129	G108	+
G3	G108	+
G1	G109	+
G2	G110	-
G3	G111	+
G1	G112	-
G10	G113	-
G3	G115	+
G2	G116	+
G3	G117	+
G2	G118	-
G1	G118	-
G2	G119	+
G1	G120	-
G2	G121	+
G1	G122	+
G2	G123	-
G3	G124	-
G2	G125	-
G3	G126	-
G18	G127	-
G61	G128	-
G2	G130	+
G1	G131	-
G2	G132	+
G1	G133	+
G3	G134	+
G3	G135	-
G1	G136	-
G1	G137	+
G2	G138	+
G2	G139	+
G1	G140	-
G2	G141	-
G3	G142	+
G2	G144	+
G2	G145	-
G2	G146	+
G3	G148	+
G2	G149	+
G1	G150	-
