G8	G1	-
G21	G1	+
G3	G1	+
G1	G2	-
G60	G2	-
G6	G2	+
G33	G3	-
G37	G3	+
G8	G3	+
G2	G3	+
G19	G3	+
G1	G3	+
G89	G3	+
G19	G4	-
G2	G4	-
G6	G4	-
G1	G4	+
G1	G5	-
G1	G7	+
G1	G9	-
G1	G10	-
G1	G11	+
G2	G12	-
G2	G13	-
G1	G13	+
G1	G14	+
G8	G15	+
G3	G16	-
G2	G17	+
G1	G18	+
G1	G20	+
G1	G22	+
G1	G23	+
G1	G24	+
G21	G25	+
G1	G25	+
G1	G26	-
G6	G27	-
G92	G27	+
G3	G28	-
G6	G29	-
G37	G30	-
G1	G30	+
G1	G31	+
G1	G32	-
G2	G32	+
G1	G34	-
G1	G35	-
G2	G35	+
G2	G36	-
G1	G38	+
G1	G39	+
G1	G40	+
G1	G41	-
G1	G42	-
G2	G43	+
G21	G44	-
G1	G44	-
G66	G44	+
G89	G44	+
G2	G44	+
G1	G45	-
G2	G45	-
G2	G46	+
G1	G47	-
G2	G48	+
G1	G48	+
G90	G49	-
G1	G49	-
G1	G50	+
G1	G51	+
G2	G52	+
G1	G53	-
G120	G53	-
G1	G54	+
G2	G55	+
G1	G56	+
G8	G57	-
G2	G58	+
G1	G59	-
G1	G61	+
G1	G62	-
G1	G63	-
G8	G64	-
G1	G65	-
G2	G67	+
G1	G68	+
G1	G69	+
G1	G70	-
G91	G71	-
G1	G71	+
G90	G72	-
G1	G72	-
G1	G73	-
G1	G74	-
G3	G75	+
G1	G76	-
G1	G77	+
G1	G78	+
G8	G79	-
G1	G80	-
G60	G80	+
G1	G81	-
G8	G81	+
G1	G82	-
G1	G83	-
G1	G84	-
G1	G85	-
G6	G85	-
G1	G86	-
G6	G86	-
G37	G87	-
G1	G88	+
G1	G92	-
G2	G92	-
G1	G93	-
G92	G94	+
G3	G95	-
G2	G95	-
G1	G96	-
G37	G97	-
G2	G97	+
G1	G98	-
G1	G99	-
G1	G100	+
G1	G101	-
G1	G102	+
G8	G103	-
G1	G104	-
G1	G105	-
G2	G106	+
G1	G107	-
G6	G108	+
G1	G109	+
G1	G110	-
G1	G111	-
G1	G112	-
G1	G113	+
G8	G114	+
G33	G115	-
G1	G116	-
G1	G117	+
G1	G118	-
G1	G119	-
G1	G121	-
G1	G122	-
G2	G123	+
G8	G124	+
G1	G125	+
G8	G126	+
G1	G127	+
G1	G128	-
G1	G129	+
G90	G130	-
G1	G131	+
G6	G132	+
G1	G132	+
G1	G133	-
G1	G134	+
G8	G135	+
G1	G136	+
G1	G137	+
G1	G138	+
G1	G139	+
G1	G140	-
G1	G141	+
G1	G142	+
G1	G143	-
G1	G144	-
G1	G145	+
G8	G146	-
G1	G147	-
G89	G148	+
G1	G149	+
G1	G150	+
