G3	G1	-
G2	G1	+
G1	G2	-
G3	G2	-
G36	G2	+
G15	G2	+
G2	G3	+
G3	G4	-
G68	G4	+
G3	G5	-
G3	G6	-
G3	G7	+
G3	G8	+
G3	G9	+
G3	G10	-
G2	G10	-
G3	G11	+
G3	G12	-
G2	G13	-
G3	G14	+
G2	G16	-
G3	G16	-
G3	G17	-
G2	G18	-
G3	G19	-
G3	G20	+
G3	G21	-
G3	G22	-
G3	G23	+
G3	G24	+
G3	G25	+
G3	G26	+
G3	G27	-
G3	G28	-
G3	G29	+
G3	G30	-
G3	G31	+
G3	G32	+
G3	G33	-
G3	G34	+
G3	G35	-
G3	G37	-
G3	G38	-
G3	G39	+
G3	G40	-
G3	G41	+
G3	G42	+
G3	G43	-
G3	G44	+
G3	G45	-
G86	G45	+
G3	G46	+
G3	G47	-
G2	G47	+
G3	G48	-
G2	G49	-
G3	G50	-
G3	G51	-
G3	G52	-
G3	G53	+
G55	G54	+
G3	G54	+
G3	G56	+
G3	G57	+
G3	G58	+
G3	G59	+
G3	G60	+
G3	G61	+
G3	G62	-
G2	G63	+
G3	G64	+
G3	G65	-
G3	G66	-
G3	G67	+
G3	G69	-
G2	G70	-
G3	G71	+
G3	G72	+
G3	G73	-
G3	G74	+
G3	G75	+
G3	G76	-
G3	G77	+
G2	G78	-
G55	G79	+
G3	G80	+
G3	G81	+
G1	G82	-
G3	G83	+
G3	G84	+
G3	G85	-
G3	G87	-
G3	G88	-
G3	G89	+
G3	G90	+
G3	G91	-
G3	G92	+
G3	G93	-
G3	G94	-
G3	G95	-
G3	G96	+
G1	G97	-
G3	G98	-
G3	G99	+
G3	G100	-
