G3	G1	-
G16	G1	-
G52	G1	-
G1	G2	-
G3	G2	+
G16	G2	+
G6	G2	+
G2	G3	-
G1	G3	+
G1	G4	+
G2	G5	-
G3	G5	-
G16	G5	+
G6	G5	+
G1	G5	+
G82	G7	-
G1	G7	+
G2	G8	-
G1	G8	-
G6	G8	+
G3	G8	+
G2	G9	-
G3	G9	-
G59	G9	-
G1	G9	+
G36	G9	+
G2	G10	-
G1	G10	-
G25	G11	-
G6	G11	-
G20	G11	-
G1	G11	-
G100	G11	+
G6	G12	+
G3	G13	-
G1	G13	+
G3	G14	-
G1	G14	-
G1	G15	-
G16	G15	-
G16	G17	+
G3	G18	-
G1	G18	-
G16	G19	-
G3	G19	-
G1	G19	+
G3	G21	-
G6	G22	-
G2	G22	-
G3	G22	+
G3	G23	+
G2	G23	+
G3	G24	-
G6	G24	-
G3	G26	+
G1	G27	-
G3	G27	+
G6	G28	-
G3	G29	+
G3	G30	-
G3	G31	-
G1	G32	-
G3	G32	+
G2	G32	+
G1	G33	+
G16	G34	+
G6	G34	+
G1	G34	+
G1	G35	-
G3	G37	-
G1	G38	-
G1	G39	-
G1	G40	-
G1	G41	-
G49	G42	-
G1	G42	-
G2	G43	+
G3	G44	-
G1	G45	+
G71	G46	-
G16	G46	+
G3	G47	+
G1	G48	+
G20	G50	-
G3	G50	+
G16	G51	+
G1	G53	-
G16	G54	-
G1	G55	-
G1	G56	-
G1	G57	-
G1	G58	+
G16	G60	+
G3	G61	+
G1	G62	-
G16	G62	-
G3	G63	-
G6	G63	-
G1	G64	-
G16	G65	-
G16	G66	-
G3	G67	-
G2	G68	-
G2	G69	+
G2	G70	-
G1	G70	+
G2	G72	+
G3	G73	-
G1	G74	+
G1	G75	+
G1	G76	+
G1	G77	+
G1	G78	-
G3	G79	-
G16	G80	+
G16	G81	-
G16	G83	+
G1	G84	+
G16	G85	+
G1	G86	-
G1	G87	+
G16	G88	+
G16	G89	-
G6	G89	+
G16	G90	+
G1	G91	-
G1	G92	-
G59	G93	-
G1	G94	+
G6	G95	+
G1	G96	+
G2	G97	+
G1	G98	+
G16	G99	+
