G2	G1	-
G3	G1	+
G11	G2	-
G1	G2	-
G2	G3	-
G52	G4	-
G1	G4	-
G2	G4	-
G35	G4	-
G17	G4	+
G1	G5	-
G2	G5	+
G39	G6	-
G2	G6	+
G3	G6	+
G2	G7	+
G2	G8	+
G1	G9	-
G2	G9	-
G3	G9	+
G2	G10	-
G3	G10	-
G17	G10	+
G3	G11	-
G2	G11	-
G2	G12	-
G3	G12	+
G35	G12	+
G2	G13	+
G2	G14	-
G11	G14	+
G3	G15	-
G21	G15	-
G2	G16	-
G2	G18	-
G3	G18	+
G54	G19	-
G1	G19	-
G2	G20	+
G1	G20	+
G2	G21	+
G2	G22	-
G1	G23	-
G17	G24	-
G65	G25	-
G2	G25	+
G3	G26	+
G17	G27	+
G2	G28	+
G11	G29	+
G17	G30	-
G2	G31	-
G17	G31	+
G1	G32	+
G1	G33	+
G2	G34	-
G1	G36	+
G2	G37	+
G2	G38	-
G39	G40	+
G17	G41	+
G1	G42	-
G17	G43	+
G2	G44	+
G17	G45	+
G2	G46	-
G2	G47	-
G17	G47	+
G11	G48	-
G21	G49	-
G2	G50	+
G2	G51	-
G2	G53	+
G2	G55	+
G1	G56	-
G65	G56	+
G2	G57	+
G17	G57	+
G1	G58	-
G35	G59	+
G2	G60	-
G1	G61	-
G1	G62	-
G3	G62	+
G17	G63	-
G17	G64	-
G3	G64	-
G2	G64	-
G2	G66	-
G11	G67	-
G2	G68	+
G1	G69	-
G17	G70	-
G17	G71	+
G2	G71	+
G3	G72	+
G39	G73	+
G39	G74	+
G1	G75	-
G35	G76	+
G2	G77	+
G17	G78	-
G1	G79	-
G35	G80	-
G2	G81	+
G35	G82	+
G2	G83	+
G39	G84	-
G3	G84	+
G2	G85	+
G17	G86	+
G3	G87	-
G17	G88	+
G1	G89	+
G65	G90	-
G3	G91	-
G1	G92	+
G11	G93	-
G11	G94	-
G2	G95	+
G3	G96	-
G2	G97	+
G1	G98	-
G17	G99	+
G2	G100	-
